Longitude (x),Latitude (y),Nom de la Station,ID climatologique,Date/Heure,Année,Mois,Jour,Qualité des Données,Temp max.(°C),Temp max. Indicateur,Temp min.(°C),Temp min. Indicateur,Temp moy.(°C),Temp moy. Indicateur,DJC (°C),DJC Indicateur,DJR (°C),DJR Indicateur,Pluie tot. (mm),Pluie tot. Indicateur,Neige tot. (cm),Neige tot. Indicateur,Précip. tot. (mm),Précip. tot. Indicateur,Neige au sol (cm),Neige au sol Indicateur,Dir. raf. max. (10s deg),Dir. raf. max. Indicateur,Vit. raf. max. (km/h),Vit. raf. max. Indicateur
"-73,74","45,47",MONTREAL INTL A,7025251,2025-10-07,2025,10,7,,"22,8",,"13,4",,"18,1",,"0,0",,"0,1",,"19,2",,"0,0",,"19,2",,,,30.0,,42.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-10-08,2025,10,8,,"16,3",,"5,1",,"10,7",,"7,3",,"0,0",,"0,2",,"0,0",,"0,2",,,,1.0,,42.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-10-09,2025,10,9,,"11,9",,"2,3",,"7,1",,"10,9",,"0,0",,"0,0",,"0,0",,"0,0",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2025-10-10,2025,10,10,,"15,0",,"1,9",,"8,5",,"9,5",,"0,0",,"0,0",,"0,0",,"0,0",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2025-10-11,2025,10,11,,"18,9",,"5,4",,"12,2",,"5,8",,"0,0",,"0,0",,"0,0",,"0,0",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2025-10-12,2025,10,12,,"20,2",,"6,9",,"13,6",,"4,4",,"0,0",,"0,0",,"0,0",,"0,0",,,,5.0,,39.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-10-13,2025,10,13,,"15,7",,"7,0",,"11,4",,"6,6",,"0,0",,"2,2",,"0,0",,"2,2",,,,7.0,,35.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-10-14,2025,10,14,,"17,0",,"9,8",,"13,4",,"4,6",,"0,0",,"0,8",,"0,0",,"0,8",,,,26.0,,32.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-10-15,2025,10,15,,"13,7",,"5,3",,"9,5",,"8,5",,"0,0",,"0,0",,"0,0",,"0,0",,,,1.0,,41.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-10-16,2025,10,16,,"14,2",,"2,8",,"8,5",,"9,5",,"0,0",,"0,0",,"0,0",,"0,0",,,,3.0,,33.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-10-17,2025,10,17,,"13,1",,"0,5",,"6,8",,"11,2",,"0,0",,"0,0",,"0,0",,"0,0",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2025-10-18,2025,10,18,,"15,2",,"4,7",,"10,0",,"8,0",,"0,0",,"0,0",,"0,0",,"0,0",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2025-10-19,2025,10,19,,"22,3",,"6,6",,"14,5",,"3,5",,"0,0",,"0,0",,"0,0",,"0,0",,,,17.0,,63.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-10-20,2025,10,20,,"19,8",,"11,7",,"15,8",,"2,2",,"0,0",,"37,8",,"0,0",,"37,8",,,,4.0,,50.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-10-21,2025,10,21,,"13,9",,"8,4",,"11,2",,"6,8",,"0,0",,"0,6",,"0,0",,"0,6",,,,24.0,,39.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-10-22,2025,10,22,,"12,8",,"7,8",,"10,3",,"7,7",,"0,0",,"3,6",,"0,0",,"3,6",,,,22.0,,42.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-10-23,2025,10,23,,"13,0",,"4,1",,"8,6",,"9,4",,"0,0",,"1,8",,"0,0",,"1,8",,,,21.0,,37.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-10-24,2025,10,24,,"10,6",,"4,9",,"7,8",,"10,2",,"0,0",,"0,0",T,"0,0",,"0,0",T,,,29.0,,33.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-10-25,2025,10,25,,"10,8",,"5,6",,"8,2",,"9,8",,"0,0",,"0,0",T,"0,0",,"0,0",T,,,27.0,,35.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-10-26,2025,10,26,,"9,3",,"3,1",,"6,2",,"11,8",,"0,0",,"0,0",,"0,0",,"0,0",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2025-10-27,2025,10,27,,"11,6",,"2,6",,"7,1",,"10,9",,"0,0",,"0,0",,"0,0",,"0,0",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2025-10-28,2025,10,28,,"12,0",,"2,5",,"7,3",,"10,7",,"0,0",,"0,0",,"0,0",,"0,0",,,,2.0,,32.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-10-29,2025,10,29,,"12,0",,"1,5",,"6,8",,"11,2",,"0,0",,"0,0",,"0,0",,"0,0",,,,5.0,,39.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-10-30,2025,10,30,,"8,3",,"1,7",,"5,0",,"13,0",,"0,0",,"24,3",,"0,0",,"24,3",,,,7.0,,45.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-10-31,2025,10,31,,"9,3",,"4,5",,"6,9",,"11,1",,"0,0",,"39,3",,"0,0",,"39,3",,,,26.0,,59.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-11-01,2025,11,1,,"7,2",,"2,2",,"4,7",,"13,3",,"0,0",,"0,0",T,"0,0",,"0,0",T,,,27.0,,52.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-11-02,2025,11,2,,"7,2",,"2,2",,"4,7",,"13,3",,"0,0",,"0,0",,"0,0",,"0,0",,,,26.0,,33.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-11-03,2025,11,3,,"12,9",,"4,0",,"8,5",,"9,5",,"0,0",,"7,3",,"0,0",,"7,3",,,,28.0,,55.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-11-04,2025,11,4,,"11,6",,"3,4",,"7,5",,"10,5",,"0,0",,"0,0",,"0,0",,"0,0",,,,27.0,,54.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-11-05,2025,11,5,,"7,0",,"2,1",,"4,6",,"13,4",,"0,0",,"11,8",,"0,0",,"11,8",,,,29.0,,33.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-11-06,2025,11,6,,"6,3",,"-2,7",,"1,8",,"16,2",,"0,0",,"0,0",,"0,0",,"0,0",,,,29.0,,48.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-11-07,2025,11,7,,"10,0",,"-2,8",,"3,6",,"14,4",,"0,0",,"2,9",,"0,0",,"2,9",,,,15.0,,54.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-11-08,2025,11,8,,"10,6",,"-2,4",,"4,1",,"13,9",,"0,0",,"1,2",,"0,0",,"1,2",,,,25.0,,58.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-11-09,2025,11,9,,"0,5",,"-2,1",,"-0,8",,"18,8",,"0,0",,"7,6",,"1,6",,"9,4",,0.0,T,6.0,,59.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-11-10,2025,11,10,,"0,7",,"-2,3",,"-0,8",,"18,8",,"0,0",,"2,5",,"8,4",,"10,9",,1.0,E,26.0,,42.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-11-11,2025,11,11,,"0,4",,"-2,6",,"-1,1",,"19,1",,"0,0",,"0,0",,"1,2",,"1,2",,7.0,,29.0,,50.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-11-12,2025,11,12,,"2,3",,"-3,6",,"-0,7",,"18,7",,"0,0",,"1,6",,"2,6",,"4,2",,8.0,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2025-11-13,2025,11,13,,"2,8",,"0,6",,"1,7",,"16,3",,"0,0",,"1,6",,"0,6",,"2,2",,4.0,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2025-11-14,2025,11,14,,"2,4",,"-1,8",,"0,3",,"17,7",,"0,0",,"0,0",,"0,4",,"0,4",,0.0,T,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2025-11-15,2025,11,15,,"1,3",,"-3,6",,"-1,2",,"19,2",,"0,0",,"8,6",,"1,0",,"9,6",,0.0,T,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2025-11-16,2025,11,16,,"3,0",,"-1,7",,"0,7",,"17,3",,"0,0",,"1,0",,"3,6",,"4,6",,3.0,,30.0,,50.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-11-17,2025,11,17,,"0,6",,"-2,0",,"-0,7",,"18,7",,"0,0",,"0,0",,"3,6",,"2,8",,3.0,,29.0,,55.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-11-18,2025,11,18,,"0,9",,"-3,9",,"-1,5",,"19,5",,"0,0",,"0,0",,"0,0",,"0,0",,4.0,,28.0,,48.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-11-19,2025,11,19,,"-0,6",,"-5,3",,"-3,0",,"21,0",,"0,0",,"0,0",,"0,0",,"0,0",,0.0,T,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2025-11-20,2025,11,20,,"-1,3",,"-5,7",,"-3,5",,"21,5",,"0,0",,"0,0",,"0,0",T,"0,0",T,0.0,T,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2025-11-21,2025,11,21,,"2,9",,"-3,1",,"-0,1",,"18,1",,"0,0",,"2,2",,"0,2",,"2,4",,0.0,T,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2025-11-22,2025,11,22,,"4,3",,"-4,1",,"0,1",,"17,9",,"0,0",,"0,0",,"0,0",,"0,0",,0.0,T,31.0,,35.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-11-23,2025,11,23,,"0,9",,"-5,2",,"-2,2",,"20,2",,"0,0",,"0,0",,"1,4",,"1,4",,0.0,T,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2025-11-24,2025,11,24,,"3,4",,"-0,8",,"1,3",,"16,7",,"0,0",,"0,0",,"0,0",T,"0,0",T,0.0,T,26.0,,33.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-11-25,2025,11,25,,"8,2",,"0,4",,"4,3",,"13,7",,"0,0",,"0,8",,"0,0",,"0,8",,0.0,T,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2025-11-26,2025,11,26,,"5,2",,"2,1",,"3,7",,"14,3",,"0,0",,"9,5",,"0,0",,"9,5",,0.0,T,26.0,,58.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-11-27,2025,11,27,,"4,8",,"1,2",,"3,0",,"15,0",,"0,0",,"0,0",,"0,0",T,"0,0",T,,,24.0,,58.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-11-28,2025,11,28,,"1,2",,"-2,4",,"-0,6",,"18,6",,"0,0",,"0,0",,"0,4",,"0,4",,0.0,T,27.0,,55.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-11-29,2025,11,29,,"0,5",,"-6,1",,"-2,8",,"20,8",,"0,0",,"0,0",,"0,0",,"0,0",,0.0,T,28.0,,54.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-11-30,2025,11,30,,"3,2",,"-3,9",,"-0,4",,"18,4",,"0,0",,"0,2",,"2,8",,"2,6",,0.0,T,14.0,,48.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-12-01,2025,12,1,,"1,7",,"-8,8",,"-3,6",,"21,6",,"0,0",,"0,0",,"0,0",T,"0,0",T,0.0,T,32.0,,54.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-12-02,2025,12,2,,"-5,3",,"-10,5",,"-7,9",,"25,9",,"0,0",,"0,0",,"0,4",,"0,8",,0.0,T,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2025-12-03,2025,12,3,,"0,9",,"-12,2",,"-5,7",,"23,7",,"0,0",,"0,0",,"0,8",,"0,8",,0.0,T,23.0,,41.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-12-04,2025,12,4,,"0,8",,"-16,0",,"-7,6",,"25,6",,"0,0",,"0,0",,"0,6",,"0,6",,1.0,,28.0,,63.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-12-05,2025,12,5,,"-5,9",,"-17,3",,"-11,6",,"29,6",,"0,0",,"0,0",,"0,0",,"0,0",,1.0,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2025-12-06,2025,12,6,,"0,5",,"-8,5",,"-4,0",,"22,0",,"0,0",,"0,0",,"5,0",,"3,2",,0.0,T,32.0,,48.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-12-07,2025,12,7,,"-8,0",,"-16,9",,"-12,5",,"30,5",,"0,0",,"0,0",,"1,4",,"1,4",,5.0,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2025-12-08,2025,12,8,,"-11,7",,"-18,6",,"-15,2",,"33,2",,"0,0",,"0,0",,"0,0",,"0,0",,7.0,,33.0,,46.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-12-09,2025,12,9,,"-6,1",,"-20,3",,"-13,2",,"31,2",,"0,0",,"0,0",,"1,8",,"1,8",,5.0,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2025-12-10,2025,12,10,,"-4,5",,"-8,0",,"-6,3",,"24,3",,"0,0",,"0,0",,"11,0",,"10,0",,7.0,,2.0,,32.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-12-11,2025,12,11,,"-4,5",,"-10,5",,"-7,5",,"25,5",,"0,0",,"0,0",,"2,2",,"2,2",,14.0,,27.0,,58.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-12-12,2025,12,12,,"-5,6",,"-12,7",,"-9,2",,"27,2",,"0,0",,"0,0",,"0,0",,"0,0",,8.0,,26.0,,58.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-12-13,2025,12,13,,"-1,4",,"-14,8",,"-8,1",,"26,1",,"0,0",,"0,0",,"9,0",,"5,6",,7.0,,23.0,,55.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-12-14,2025,12,14,,"-6,5",,"-14,4",,"-10,5",,"28,5",,"0,0",,"0,0",,"0,0",,"0,0",,14.0,,32.0,,33.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-12-15,2025,12,15,,"-4,9",,"-15,8",,"-10,4",,"28,4",,"0,0",,"0,0",,"0,0",T,"0,0",T,14.0,E,26.0,,33.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-12-16,2025,12,16,,"-1,1",,"-5,7",,"-3,4",,"21,4",,"0,0",,"0,0",,"0,0",T,"0,0",T,14.0,,22.0,,45.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-12-17,2025,12,17,,"3,5",,"-2,8",,"0,4",,"17,6",,"0,0",,"0,4",,"0,0",,"0,4",,10.0,,24.0,,48.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-12-18,2025,12,18,,"5,8",,"-6,9",,"-0,6",,"18,6",,"0,0",,"0,6",,"0,0",,"0,6",,3.0,,16.0,,42.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-12-19,2025,12,19,,"12,7",,"-4,7",,"4,0",,"14,0",,"0,0",,"11,4",,"0,0",T,"11,4",,0.0,T,22.0,,84.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-12-20,2025,12,20,,"1,7",,"-8,9",,"-3,6",,"21,6",,"0,0",,"0,0",,"0,0",T,"0,0",T,0.0,T,28.0,,78.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-12-21,2025,12,21,,"3,4",,"-10,8",,"-3,7",,"21,7",,"0,0",,"0,0",,"0,8",,"0,8",,1.0,,28.0,,76.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-12-22,2025,12,22,,"-7,0",,"-12,5",,"-9,8",,"27,8",,"0,0",,"0,0",,"1,4",,"1,4",,0.0,T,28.0,,33.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-12-23,2025,12,23,,"-6,2",,"-8,5",,"-7,4",,"25,4",,"0,0",,"0,0",,"9,6",,"8,6",,1.0,,3.0,,33.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-12-24,2025,12,24,,"-3,4",,"-7,6",,"-5,5",,"23,5",,"0,0",,"0,0",,"1,6",,"1,2",,8.0,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2025-12-25,2025,12,25,,"-4,2",,"-17,1",,"-10,7",,"28,7",,"0,0",,"0,0",,"5,0",,"3,0",,9.0,,35.0,,42.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-12-26,2025,12,26,,"-13,0",,"-22,0",,"-17,5",,"35,5",,"0,0",,"0,0",,"0,0",T,"0,0",T,8.0,,5.0,,45.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-12-27,2025,12,27,,"-8,9",,"-15,4",,"-12,2",,"30,2",,"0,0",,"0,0",,"0,0",T,"0,0",T,8.0,,5.0,,41.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-12-28,2025,12,28,,"-6,4",,"-16,6",,"-11,5",,"29,5",,"0,0",,"0,2",,"0,0",,"0,2",,8.0,,5.0,,39.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-12-29,2025,12,29,,"4,2",,"-7,9",,"-1,9",,"19,9",,"0,0",,"10,6",,"0,0",T,"10,6",,6.0,,25.0,,72.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-12-30,2025,12,30,,"-7,9",,"-14,9",,"-11,4",,"29,4",,"0,0",,"0,0",,"0,0",T,"0,0",T,4.0,,27.0,,74.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-12-31,2025,12,31,,"-7,8",,"-14,7",,"-11,3",,"29,3",,"0,0",,"0,0",,"4,2",,"4,2",,4.0,,26.0,,58.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2026-01-01,2026,1,1,,"-9,6",,"-22,5",,"-16,1",,"34,1",,"0,0",,"0,0",,"5,6",,"3,0",,11.0,,28.0,,46.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2026-01-02,2026,1,2,,"-10,8",,"-24,8",,"-17,8",,"35,8",,"0,0",,"0,0",,"0,0",T,"0,0",T,10.0,,27.0,,37.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2026-01-03,2026,1,3,,"-12,1",,"-16,6",,"-14,4",,"32,4",,"0,0",,"0,0",,"0,2",,"0,2",,10.0,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2026-01-04,2026,1,4,,"-11,7",,"-18,8",,"-15,3",,"33,3",,"0,0",,"0,0",,"0,0",,"0,0",,9.0,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2026-01-05,2026,1,5,,"-10,9",,"-19,4",,"-15,2",,"33,2",,"0,0",,"0,0",,"1,8",,"1,8",,9.0,,5.0,,32.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2026-01-06,2026,1,6,,"-6,1",,"-13,3",,"-9,7",,"27,7",,"0,0",,"0,0",,"2,4",,"2,4",,10.0,,5.0,,35.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2026-01-07,2026,1,7,,"-0,6",,"-6,2",,"-3,4",,"21,4",,"0,0",,"0,0",,"4,4",,"4,4",,10.0,,5.0,,33.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2026-01-08,2026,1,8,,"2,5",,"-1,0",,"0,8",,"17,2",,"0,0",,"0,0",,"0,0",T,"0,0",T,9.0,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2026-01-09,2026,1,9,,"9,1",,"-1,4",,"3,9",,"14,1",,"0,0",,"15,5",,"0,0",T,"15,5",,9.0,,25.0,,87.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2026-01-10,2026,1,10,,,M,,M,,M,,M,,M,"0,0",,"7,8",,"7,8",,1.0,,26.0,,54.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2026-01-11,2026,1,11,,"2,3",,"-7,5",,"-2,6",,"20,6",,"0,0",,"0,6",,"1,8",,"2,4",,6.0,,25.0,,58.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2026-01-12,2026,1,12,,,M,,M,,M,,M,,M,"0,0",,"6,0",,"6,4",,6.0,E,27.0,,58.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2026-01-13,2026,1,13,,"3,1",,"-0,7",,"1,2",,"16,8",,"0,0",,"2,4",,"0,2",,"2,6",,9.0,,15.0,,35.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2026-01-14,2026,1,14,,"5,4",,"1,6",,"3,5",,"14,5",,"0,0",,"1,2",,"0,0",,"1,2",,6.0,,23.0,,42.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2026-01-15,2026,1,15,,"2,1",,"-15,7",,"-6,8",,"24,8",,"0,0",,"2,2",,"6,2",,"8,4",,4.0,,3.0,,52.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2026-01-16,2026,1,16,,"-11,5",,"-16,6",,"-14,1",,"32,1",,"0,0",,"0,0",,"0,4",,"0,4",,6.0,,26.0,,52.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2026-01-17,2026,1,17,,"-0,3",,"-12,2",,"-6,3",,"24,3",,"0,0",,"0,0",,"4,4",,"3,4",,7.0,,23.0,,39.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2026-01-18,2026,1,18,,"-0,1",,"-11,7",,"-5,9",,"23,9",,"0,0",,"0,0",,"0,0",T,"0,0",T,7.0,,24.0,,68.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2026-01-19,2026,1,19,,"-4,2",,"-9,9",,"-7,1",,"25,1",,"0,0",,"0,0",,"0,8",,"0,8",,6.0,,25.0,,63.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2026-01-20,2026,1,20,,"-9,1",,"-15,1",,"-12,1",,"30,1",,"0,0",,"0,0",,"0,0",,"0,0",,7.0,,27.0,,54.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2026-01-21,2026,1,21,,"-4,3",,"-12,4",,"-8,4",,"26,4",,"0,0",,"0,0",,"3,0",,"3,0",,7.0,,16.0,,39.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2026-01-22,2026,1,22,,"-0,4",,"-8,5",,"-4,5",,"22,5",,"0,0",,"0,0",,"1,0",,"1,0",,9.0,,25.0,,52.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2026-01-23,2026,1,23,,"-8,4",,"-21,4",,"-14,9",,"32,9",,"0,0",,"0,0",,"0,0",T,"0,0",T,8.0,,28.0,,54.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2026-01-24,2026,1,24,,"-20,4",,"-25,1",,"-22,8",,"40,8",,"0,0",,"0,0",,"0,0",,"0,0",,7.0,,29.0,,46.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2026-01-25,2026,1,25,,"-16,8",,"-23,3",,"-20,1",,"38,1",,"0,0",,"0,0",,"6,0",,"6,4",,7.0,,5.0,,42.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2026-01-26,2026,1,26,,"-12,1",,"-17,3",,"-14,7",,"32,7",,"0,0",,"0,0",,"10,6",,"7,0",,12.0,,5.0,,35.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2026-01-27,2026,1,27,,"-9,9",,"-19,5",,"-14,7",,"32,7",,"0,0",,"0,0",,"3,0",,"2,8",,12.0,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2026-01-28,2026,1,28,,"-11,4",,"-20,0",,"-15,7",,"33,7",,"0,0",,"0,0",,"0,2",,"0,2",,15.0,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2026-01-29,2026,1,29,,"-10,1",,"-19,1",,"-14,6",,"32,6",,"0,0",,"0,0",,"0,0",T,"0,0",T,15.0,,28.0,,45.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2026-01-30,2026,1,30,,"-15,3",,"-21,9",,"-18,6",,"36,6",,"0,0",,"0,0",,"0,0",T,"0,0",T,14.0,,27.0,,45.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2026-01-31,2026,1,31,,"-12,5",,"-15,3",,"-13,9",,"31,9",,"0,0",,"0,0",,"0,0",T,"0,0",T,14.0,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2026-02-01,2026,2,1,,"-10,4",,"-16,5",,"-13,5",,"31,5",,"0,0",,"0,0",,"0,0",T,"0,0",T,14.0,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2026-02-02,2026,2,2,,"-6,9",,"-18,1",,"-12,5",,"30,5",,"0,0",,"0,0",,"0,0",,"0,0",,14.0,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2026-02-03,2026,2,3,,"-3,8",,"-13,8",,"-8,8",,"26,8",,"0,0",,"0,0",,"1,6",,"1,6",,14.0,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2026-02-04,2026,2,4,,"-4,8",,"-11,1",,"-8,0",,"26,0",,"0,0",,"0,0",,"0,0",T,"0,0",T,14.0,,27.0,,42.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2026-02-05,2026,2,5,,"-7,6",,"-15,2",,"-11,4",,"29,4",,"0,0",,"0,0",,"0,0",,"0,0",,13.0,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2026-02-06,2026,2,6,,"-9,3",,"-17,7",,"-13,5",,"31,5",,"0,0",,"0,0",,"0,2",,"0,2",,3.0,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2026-02-07,2026,2,7,,"-9,0",,"-19,3",,"-14,2",,"32,2",,"0,0",,"0,0",,"2,2",,"1,8",,4.0,,28.0,,48.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2026-02-08,2026,2,8,,"-15,3",,"-21,5",,"-18,4",,"36,4",,"0,0",,"0,0",,"0,0",T,"0,0",T,7.0,,26.0,,46.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2026-02-09,2026,2,9,,"-9,7",,"-20,0",,"-14,9",,"32,9",,"0,0",,"0,0",,"0,0",,"0,0",,7.0,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2026-02-10,2026,2,10,,"-5,3",,"-15,3",,"-10,3",,"28,3",,"0,0",,"0,0",,"7,0",,"7,0",,6.0,,6.0,,33.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2026-02-11,2026,2,11,,"-3,0",,"-8,2",,"-5,6",,"23,6",,"0,0",,"0,0",,"1,4",,"1,4",,13.0,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2026-02-12,2026,2,12,,"-4,3",,"-14,3",,"-9,3",,"27,3",,"0,0",,"0,0",,"0,0",,"0,0",,14.0,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2026-02-13,2026,2,13,,"-4,8",,"-16,1",,"-10,5",,"28,5",,"0,0",,"0,0",,"0,0",,"0,0",,14.0,,26.0,,37.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2026-02-14,2026,2,14,,"0,7",,"-9,8",,"-4,6",,"22,6",,"0,0",,"0,0",,"1,2",,"0,6",,15.0,,27.0,,39.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2026-02-15,2026,2,15,,"-5,8",,"-15,8",,"-10,8",,"28,8",,"0,0",,"0,0",,"0,0",,"0,0",,14.0,,4.0,,33.0,
