Longitude (x),Latitude (y),Nom de la Station,ID climatologique,Date/Heure,Année,Mois,Jour,Qualité des Données,Temp max.(°C),Temp max. Indicateur,Temp min.(°C),Temp min. Indicateur,Temp moy.(°C),Temp moy. Indicateur,DJC (°C),DJC Indicateur,DJR (°C),DJR Indicateur,Pluie tot. (mm),Pluie tot. Indicateur,Neige tot. (cm),Neige tot. Indicateur,Précip. tot. (mm),Précip. tot. Indicateur,Neige au sol (cm),Neige au sol Indicateur,Dir. raf. max. (10s deg),Dir. raf. max. Indicateur,Vit. raf. max. (km/h),Vit. raf. max. Indicateur
"-73,74","45,47",MONTREAL INTL A,7025251,2024-04-10,2024,4,10,,"18,8",,"5,0",,"11,9",,"6,1",,"0,0",,"0,0",,"0,0",,"0,0",,,,15.0,,34.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-04-11,2024,4,11,,"13,4",,"7,6",,"10,5",,"7,5",,"0,0",,"14,5",,"0,0",,"14,5",,,,16.0,,43.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-04-12,2024,4,12,,"21,9",,"9,6",,"15,8",,"2,2",,"0,0",,"15,4",,"0,0",,"15,4",,,,16.0,,61.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-04-13,2024,4,13,,"10,6",,"3,6",,"7,1",,"10,9",,"0,0",,"1,4",,"0,0",,"1,4",,,,28.0,,53.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-04-14,2024,4,14,,"11,2",,"2,5",,"6,9",,"11,1",,"0,0",,"2,0",,"0,0",,"2,0",,,,28.0,,40.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-04-15,2024,4,15,,"14,5",,"6,5",,"10,5",,"7,5",,"0,0",,"0,4",,"0,0",,"0,4",,,,28.0,,56.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-04-16,2024,4,16,,"11,8",,"3,0",,"7,4",,"10,6",,"0,0",,"0,0",,"0,0",,"0,0",,,,33.0,,39.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-04-17,2024,4,17,,"9,5",,"0,9",,"5,2",,"12,8",,"0,0",,"0,0",,"0,0",,"0,0",,,,8.0,,40.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-04-18,2024,4,18,,"10,9",,"5,0",,"8,0",,"10,0",,"0,0",,"6,2",,"0,0",,"6,2",,,,16.0,,51.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-04-19,2024,4,19,,"12,9",,"6,4",,"9,7",,"8,3",,"0,0",,"1,4",,"0,0",,"1,4",,,,16.0,,55.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-04-20,2024,4,20,,"10,4",,"3,9",,"7,2",,"10,8",,"0,0",,"0,0",T,"0,0",,"0,0",T,,,28.0,,46.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-04-21,2024,4,21,,"8,7",,"0,3",,"4,5",,"13,5",,"0,0",,"0,6",,"0,0",T,"0,6",,,,31.0,,57.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-04-22,2024,4,22,,"8,8",,"-2,3",,"3,3",,"14,7",,"0,0",,"0,0",,"0,0",,"0,0",,,,28.0,,44.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-04-23,2024,4,23,,"19,5",,"2,5",,"11,0",,"7,0",,"0,0",,"0,0",T,"0,0",,"0,0",T,,,26.0,,57.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-04-24,2024,4,24,,"9,8",,"-1,0",,"4,4",,"13,6",,"0,0",,"12,0",,"0,0",T,"12,8",,,,1.0,,58.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-04-25,2024,4,25,,"8,6",,"-2,8",,"2,9",,"15,1",,"0,0",,"0,0",,"0,0",,"0,0",,,,27.0,,33.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-04-26,2024,4,26,,"14,2",,"-1,1",,"6,6",,"11,4",,"0,0",,"0,0",,"0,0",,"0,0",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2024-04-27,2024,4,27,,"20,6",,"4,6",,"12,6",,"5,4",,"0,0",,"0,2",,"0,0",,"0,2",,,,15.0,,43.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-04-28,2024,4,28,,"17,6",,"7,3",,"12,5",,"5,5",,"0,0",,"7,4",,"0,0",,"7,4",,,,3.0,,43.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-04-29,2024,4,29,,"13,7",,"5,4",,"9,6",,"8,4",,"0,0",,"0,4",,"0,0",,"0,4",,,,5.0,,40.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-04-30,2024,4,30,,"9,2",,"4,7",,"7,0",,"11,0",,"0,0",,"27,6",,"0,0",,"27,6",,,,3.0,,50.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-05-01,2024,5,1,,"15,2",,"6,2",,"10,7",,"7,3",,"0,0",,"0,0",T,"0,0",,"0,0",T,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2024-05-02,2024,5,2,,"13,9",,"8,5",,"11,2",,"6,8",,"0,0",,"4,8",,"0,0",,"4,8",,,,7.0,,31.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-05-03,2024,5,3,,"20,1",,"8,7",,"14,4",,"3,6",,"0,0",,"0,0",,"0,0",,"0,0",,,,5.0,,32.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-05-04,2024,5,4,,"19,4",,"9,0",,"14,2",,"3,8",,"0,0",,"1,4",,"0,0",,"1,4",,,,15.0,,35.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-05-05,2024,5,5,,,M,,M,,M,,M,,M,"13,4",,"0,0",,"13,4",,,,16.0,,52.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-05-06,2024,5,6,,"21,8",,"10,9",,"16,4",,"1,6",,"0,0",,"0,4",,"0,0",,"0,4",,,,26.0,,47.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-05-07,2024,5,7,,"21,4",,"7,7",,"14,6",,"3,4",,"0,0",,"0,0",,"0,0",,"0,0",,,,27.0,,40.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-05-08,2024,5,8,,"13,8",,"9,2",,"11,5",,"6,5",,"0,0",,"7,4",,"0,0",,"7,4",,,,4.0,,49.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-05-09,2024,5,9,,"15,1",,"8,1",,"11,6",,"6,4",,"0,0",,"1,2",,"0,0",,"1,2",,,,1.0,,42.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-05-10,2024,5,10,,"17,9",,"6,9",,"12,4",,"5,6",,"0,0",,"0,0",,"0,0",,"0,0",,,,4.0,,33.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-05-11,2024,5,11,,"20,2",,"6,7",,"13,5",,"4,5",,"0,0",,"0,0",T,"0,0",,"0,0",T,,,18.0,,31.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-05-12,2024,5,12,,"17,2",,"11,1",,"14,2",,"3,8",,"0,0",,"0,2",,"0,0",,"0,2",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2024-05-13,2024,5,13,,"19,9",,"11,5",,"15,7",,"2,3",,"0,0",,"0,4",,"0,0",,"0,4",,,,16.0,,33.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-05-14,2024,5,14,,"21,2",,"13,5",,"17,4",,"0,6",,"0,0",,"4,8",,"0,0",,"4,8",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2024-05-15,2024,5,15,,"20,9",,"12,2",,"16,6",,"1,4",,"0,0",,"2,8",,"0,0",,"2,8",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2024-05-16,2024,5,16,,"25,6",,"13,3",,"19,5",,"0,0",,"1,5",,"0,0",,"0,0",,"0,0",,,,18.0,,38.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-05-17,2024,5,17,,"26,8",,"15,0",,"20,9",,"0,0",,"2,9",,"0,0",,"0,0",,"0,0",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2024-05-18,2024,5,18,,"24,1",,"16,2",,"20,2",,"0,0",,"2,2",,"0,0",,"0,0",,"0,0",,,,12.0,,42.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-05-19,2024,5,19,,,M,,M,,M,,M,,M,,M,,,,M,,,,,,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-05-20,2024,5,20,,"29,2",,"15,9",,"22,6",,"0,0",,"4,6",,"0,0",,"0,0",,"0,0",,,,22.0,,33.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-05-21,2024,5,21,,"26,3",,"17,2",,"21,8",,"0,0",,"3,8",,"4,8",,"0,0",,"4,8",,,,26.0,,72.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-05-22,2024,5,22,,"31,3",,"17,1",,"24,2",,"0,0",,"6,2",,"5,0",,"0,0",,"5,0",,,,25.0,,62.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-05-23,2024,5,23,,"25,2",,"17,7",,"21,5",,"0,0",,"3,5",,"1,2",,"0,0",,"1,2",,,,25.0,,54.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-05-24,2024,5,24,,"19,1",,"12,1",,"15,6",,"2,4",,"0,0",,"0,2",,"0,0",,"0,2",,,,26.0,,54.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-05-25,2024,5,25,,"21,7",,"8,9",,"15,3",,"2,7",,"0,0",,"0,8",,"0,0",,"0,8",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2024-05-26,2024,5,26,,"25,6",,"12,9",,"19,3",,"0,0",,"1,3",,"0,0",,"0,0",,"0,0",,,,9.0,,37.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-05-27,2024,5,27,,"25,8",,"18,4",,"22,1",,"0,0",,"4,1",,"23,0",,"0,0",,"23,0",,,,16.0,,80.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-05-28,2024,5,28,,"21,6",,"13,7",,"17,7",,"0,3",,"0,0",,"0,2",,"0,0",,"0,2",,,,26.0,,55.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-05-29,2024,5,29,,"19,1",,"11,7",,"15,4",,"2,6",,"0,0",,"0,0",,"0,0",,"0,0",,,,25.0,,35.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-05-30,2024,5,30,,"22,1",,"8,0",,"15,1",,"2,9",,"0,0",,"0,0",,"0,0",,"0,0",,,,35.0,,45.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-05-31,2024,5,31,,"25,0",,"10,8",,"17,9",,"0,1",,"0,0",,"0,0",,"0,0",,"0,0",,,,24.0,,48.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-06-01,2024,6,1,,,M,,M,,M,,M,,M,"0,0",,"0,0",,"0,0",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2024-06-02,2024,6,2,,"28,3",,"13,8",,"21,1",,"0,0",,"3,1",,"0,0",,"0,0",,"0,0",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2024-06-03,2024,6,3,,"30,8",,"15,0",,"22,9",,"0,0",,"4,9",,"0,0",,"0,0",,"0,0",,,,23.0,,35.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-06-04,2024,6,4,,"31,4",,"16,7",,"24,1",,"0,0",,"6,1",,"0,0",,"0,0",,"0,0",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2024-06-05,2024,6,5,,"31,7",,"19,3",,"25,5",,"0,0",,"7,5",,"0,0",,"0,0",,"0,0",,,,18.0,,32.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-06-06,2024,6,6,,"27,1",,"16,6",,"21,9",,"0,0",,"3,9",,"21,6",,"0,0",,"21,6",,,,26.0,,55.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-06-07,2024,6,7,,"22,3",,"15,4",,"18,9",,"0,0",,"0,9",,"4,8",,"0,0",,"4,8",,,,23.0,,40.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-06-08,2024,6,8,,"21,5",,"15,0",,"18,3",,"0,0",,"0,3",,"5,2",,"0,0",,"5,2",,,,25.0,,58.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-06-09,2024,6,9,,"19,3",,"13,9",,"16,6",,"1,4",,"0,0",,"6,4",,"0,0",,"6,4",,,,25.0,,42.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-06-10,2024,6,10,,"17,4",,"13,0",,"15,2",,"2,8",,"0,0",,"2,2",,"0,0",,"2,2",,,,26.0,,43.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-06-11,2024,6,11,,"18,2",,"12,1",,"15,2",,"2,8",,"0,0",,"0,0",,"0,0",,"0,0",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2024-06-12,2024,6,12,,"20,7",,"13,6",,"17,2",,"0,8",,"0,0",,"0,0",,"0,0",,"0,0",,,,25.0,,33.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-06-13,2024,6,13,,"28,2",,"13,3",,"20,8",,"0,0",,"2,8",,"5,4",,"0,0",,"5,4",,,,28.0,,63.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-06-14,2024,6,14,,"24,7",,"13,5",,"19,1",,"0,0",,"1,1",,"0,0",,"0,0",,"0,0",,,,28.0,,45.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-06-15,2024,6,15,,"20,8",,"11,2",,"16,0",,"2,0",,"0,0",,"0,0",,"0,0",,"0,0",,,,32.0,,39.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-06-16,2024,6,16,,"23,0",,"9,4",,"16,2",,"1,8",,"0,0",,"0,0",,"0,0",,"0,0",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2024-06-17,2024,6,17,,"30,3",,"17,7",,"24,0",,"0,0",,"6,0",,"0,0",T,"0,0",,"0,0",T,,,26.0,,31.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-06-18,2024,6,18,,"33,0",,"21,7",,"27,4",,"0,0",,"9,4",,"0,0",,"0,0",,"0,0",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2024-06-19,2024,6,19,,"33,7",,"23,8",,"28,8",,"0,0",,"10,8",,"0,0",,"0,0",,"0,0",,,,25.0,,45.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-06-20,2024,6,20,,"32,6",,"22,6",,"27,6",,"0,0",,"9,6",,"1,8",,"0,0",,"1,8",,,,3.0,,43.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-06-21,2024,6,21,,"24,9",,"18,9",,"21,9",,"0,0",,"3,9",,"0,0",,"0,0",,"0,0",,,,3.0,,33.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-06-22,2024,6,22,,"24,8",,"18,0",,"21,4",,"0,0",,"3,4",,"0,6",,"0,0",,"0,6",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2024-06-23,2024,6,23,,"27,2",,"16,2",,"21,7",,"0,0",,"3,7",,"52,4",,"0,0",,"52,4",,,,25.0,,69.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-06-24,2024,6,24,,"26,1",,"15,3",,"20,7",,"0,0",,"2,7",,"7,2",,"0,0",,"7,2",,,,2.0,,53.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-06-25,2024,6,25,,"28,1",,"16,4",,"22,3",,"0,0",,"4,3",,"0,8",,"0,0",,"0,8",,,,23.0,,53.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-06-26,2024,6,26,,"27,9",,"17,4",,"22,7",,"0,0",,"4,7",,"12,4",,"0,0",,"12,4",,,,27.0,,46.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-06-27,2024,6,27,,,M,,M,,M,,M,,M,"1,2",,"0,0",,"1,2",,,,27.0,,54.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-06-28,2024,6,28,,"23,5",,"9,2",,"16,4",,"1,6",,"0,0",,"0,0",T,"0,0",,"0,0",T,,,21.0,,34.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-06-29,2024,6,29,,,M,,M,,M,,M,,M,,M,,,,M,,,,,,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-06-30,2024,6,30,,"27,2",,"18,1",,"22,7",,"0,0",,"4,7",,"0,0",T,"0,0",,"0,0",T,,,29.0,,55.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-07-01,2024,7,1,,,M,,M,,M,,M,,M,"0,0",,"0,0",,"0,0",,,,28.0,,32.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-07-02,2024,7,2,,"28,7",,"15,4",,"22,1",,"0,0",,"4,1",,"0,0",,"0,0",,"0,0",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2024-07-03,2024,7,3,,"29,1",,"18,8",,"24,0",,"0,0",,"6,0",,"4,2",,"0,0",,"4,2",,,,16.0,,56.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-07-04,2024,7,4,,"29,6",,"21,5",,"25,6",,"0,0",,"7,6",,"0,4",,"0,0",,"0,4",,,,24.0,,37.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-07-05,2024,7,5,,"29,9",,"21,6",,"25,8",,"0,0",,"7,8",,"0,4",,"0,0",,"0,4",,,,7.0,,31.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-07-06,2024,7,6,,"27,9",,"18,8",,"23,4",,"0,0",,"5,4",,"2,0",,"0,0",,"2,0",,,,27.0,,40.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-07-07,2024,7,7,,"29,4",,"19,2",,"24,3",,"0,0",,"6,3",,"0,0",,"0,0",,"0,0",,,,29.0,,33.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-07-08,2024,7,8,,,M,,M,,M,,M,,M,"0,0",,"0,0",,"0,0",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2024-07-09,2024,7,9,,"30,1",,"21,6",,"25,9",,"0,0",,"7,9",,"0,0",T,"0,0",,"0,0",T,,,25.0,,40.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-07-10,2024,7,10,,"26,3",,"19,4",,"22,9",,"0,0",,"4,9",,"79,2",,"0,0",,"79,2",,,,6.0,,50.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-07-11,2024,7,11,,,M,,M,,M,,M,,M,"2,8",,"0,0",,"2,8",,,,5.0,,36.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-07-12,2024,7,12,,"27,1",,"19,8",,"23,5",,"0,0",,"5,5",,"0,0",T,"0,0",,"0,0",T,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2024-07-13,2024,7,13,,"29,1",,"21,7",,"25,4",,"0,0",,"7,4",,"0,0",,"0,0",,"0,0",,,,27.0,,37.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-07-14,2024,7,14,,"29,5",,"20,3",,"24,9",,"0,0",,"6,9",,"0,0",,"0,0",,"0,0",,,,23.0,,34.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-07-15,2024,7,15,,"31,0",,"21,5",,"26,3",,"0,0",,"8,3",,"1,0",,"0,0",,"1,0",,,,29.0,,53.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-07-16,2024,7,16,,"28,8",,"21,2",,"25,0",,"0,0",,"7,0",,"2,0",,"0,0",,"2,0",,,,21.0,,32.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-07-17,2024,7,17,,"28,3",,"21,8",,"25,1",,"0,0",,"7,1",,"0,0",,"0,0",,"0,0",,,,26.0,,40.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-07-18,2024,7,18,,"24,1",,"17,4",,"20,8",,"0,0",,"2,8",,"0,0",,"0,0",,"0,0",,,,26.0,,49.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-07-19,2024,7,19,,"26,4",,"15,3",,"20,9",,"0,0",,"2,9",,"0,0",,"0,0",,"0,0",,,,28.0,,40.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-07-20,2024,7,20,,"27,9",,"17,2",,"22,6",,"0,0",,"4,6",,"4,0",,"0,0",,"4,0",,,,23.0,,50.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-07-21,2024,7,21,,"24,8",,"14,4",,"19,6",,"0,0",,"1,6",,"0,0",,"0,0",,"0,0",,,,27.0,,36.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-07-22,2024,7,22,,"28,2",,"15,3",,"21,8",,"0,0",,"3,8",,"0,0",,"0,0",,"0,0",,,,19.0,,38.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-07-23,2024,7,23,,"27,9",,"18,2",,"23,1",,"0,0",,"5,1",,"0,0",,"0,0",,"0,0",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2024-07-24,2024,7,24,,"27,7",,"18,0",,"22,9",,"0,0",,"4,9",,"16,4",,"0,0",,"16,4",,,,25.0,,77.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-07-25,2024,7,25,,"22,6",,"17,7",,"20,2",,"0,0",,"2,2",,"1,2",,"0,0",,"1,2",,,,27.0,,60.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-07-26,2024,7,26,,"28,2",,"15,5",,"21,9",,"0,0",,"3,9",,"0,0",,"0,0",,"0,0",,,,27.0,,42.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-07-27,2024,7,27,,"29,1",,"15,3",,"22,2",,"0,0",,"4,2",,"0,0",,"0,0",,"0,0",,,,27.0,,32.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-07-28,2024,7,28,,,M,,M,,M,,M,,M,,M,,,,M,,,,,,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-07-29,2024,7,29,,"30,1",,"19,6",,"24,9",,"0,0",,"6,9",,"0,0",T,"0,0",,"0,0",T,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2024-07-30,2024,7,30,,"30,7",,"21,4",,"26,1",,"0,0",,"8,1",,"0,6",,"0,0",,"0,6",,,,23.0,,36.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-07-31,2024,7,31,,"28,4",,"22,5",,"25,5",,"0,0",,"7,5",,"9,8",,"0,0",,"9,8",,,,17.0,,33.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-08-01,2024,8,1,,"31,4",,"22,3",,"26,9",,"0,0",,"8,9",,"0,0",,"0,0",,"0,0",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2024-08-02,2024,8,2,,"31,4",,"22,6",,"27,0",,"0,0",,"9,0",,"0,0",,"0,0",,"0,0",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2024-08-03,2024,8,3,,"31,1",,"22,9",,"27,0",,"0,0",,"9,0",,"0,0",,"0,0",,"0,0",,,,25.0,,40.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-08-04,2024,8,4,,"30,9",,"20,1",,"25,5",,"0,0",,"7,5",,"1,8",,"0,0",,"1,8",,,,33.0,,40.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-08-05,2024,8,5,,"22,4",,"14,6",,"18,5",,"0,0",,"0,5",,"4,8",,"0,0",,"4,8",,,,2.0,,37.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-08-06,2024,8,6,,"24,0",,"14,0",,"19,0",,"0,0",,"1,0",,"0,0",,"0,0",,"0,0",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2024-08-07,2024,8,7,,"25,9",,"14,0",,"20,0",,"0,0",,"2,0",,"0,0",,"0,0",,"0,0",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2024-08-08,2024,8,8,,"27,4",,"14,1",,"20,8",,"0,0",,"2,8",,"4,6",,"0,0",,"4,6",,,,17.0,,44.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-08-09,2024,8,9,,"22,1",,"18,1",,"20,1",,"0,0",,"2,1",,"154,0",,"0,0",,"154,0",,,,25.0,,77.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-08-10,2024,8,10,,"25,9",,"18,0",,"22,0",,"0,0",,"4,0",,"0,4",,"0,0",,"0,4",,,,29.0,,53.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-08-11,2024,8,11,,"24,7",,"16,3",,"20,5",,"0,0",,"2,5",,"1,2",,"0,0",,"1,2",,,,25.0,,42.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-08-12,2024,8,12,,"23,1",,"14,6",,"18,9",,"0,0",,"0,9",,"0,0",T,"0,0",,"0,0",T,,,29.0,,34.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-08-13,2024,8,13,,"28,2",,"15,8",,"22,0",,"0,0",,"4,0",,"0,0",,"0,0",,"0,0",,,,29.0,,40.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-08-14,2024,8,14,,"30,1",,"17,3",,"23,7",,"0,0",,"5,7",,"0,0",,"0,0",,"0,0",,,,28.0,,37.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-08-15,2024,8,15,,"27,9",,"18,9",,"23,4",,"0,0",,"5,4",,"0,0",,"0,0",,"0,0",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2024-08-16,2024,8,16,,"29,0",,"19,7",,"24,4",,"0,0",,"6,4",,"0,0",,"0,0",,"0,0",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2024-08-17,2024,8,17,,"27,3",,"21,3",,"24,3",,"0,0",,"6,3",,"3,0",,"0,0",,"3,0",,,,17.0,,46.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-08-18,2024,8,18,,"26,6",,"20,8",,"23,7",,"0,0",,"5,7",,"1,0",,"0,0",,"1,0",,,,17.0,,39.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-08-19,2024,8,19,,"22,8",,"11,7",,"17,3",,"0,7",,"0,0",,"22,8",,"0,0",,"22,8",,,,2.0,,51.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-08-20,2024,8,20,,"19,4",,"12,1",,"15,8",,"2,2",,"0,0",,"2,1",,"0,0",,"2,1",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2024-08-21,2024,8,21,,"15,3",,"13,0",,"14,2",,"3,8",,"0,0",,"23,2",,"0,0",,"23,2",,,,1.0,,33.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-08-22,2024,8,22,,"19,9",,"13,8",,"16,9",,"1,1",,"0,0",,"0,8",,"0,0",,"0,8",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2024-08-23,2024,8,23,,"25,3",,"13,7",,"19,5",,"0,0",,"1,5",,"0,0",,"0,0",,"0,0",,,,23.0,,33.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-08-24,2024,8,24,,"25,8",,"16,4",,"21,1",,"0,0",,"3,1",,"0,0",,"0,0",,"0,0",,,,25.0,,32.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-08-25,2024,8,25,,"25,9",,"17,7",,"21,8",,"0,0",,"3,8",,"2,4",,"0,0",,"2,4",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2024-08-26,2024,8,26,,"27,4",,"16,2",,"21,8",,"0,0",,"3,8",,"0,0",,"0,0",,"0,0",,,,,M,,M
